"Item Number","Level 1","Level 2","Level 3","Level 4","Level 5","Description Line 1","Brand Name","Pack Size","Unit of Measure","Priced by Weight","Description Line 2","Description Line 3","Class Name","Special Order","Item Image","On Hand Quantity","Item Avg. Weight","Due Date"
"50039",4.60,4.25,3.95,3.70,3.25,"Sweet Potato Starch","Pacific","14oz","PC.","N","","","FLOUR","N",,23,0.00,"/  /"
"50040",140.40,138.40,136.50,131.00,115.60,"Sweet Potato Glass Noodles*","Pacific","24/12oz","CASE","N","","","ASIAN FOODS","Y",,4,0.00,"/  /"
"50040P",8.70,6.15,6.05,5.80,5.10,"Sweet Potato Glass Noodles 12oz*","Pacific","12oz","PC.","N","","","ASIAN FOODS","Y",,20,0.00,"/  /"
"50041",58.40,57.55,56.75,54.50,48.10,"Spring Roll Wrappers*","Spring Home","20/1lb","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"50043",76.40,82.25,76.40,84.85,83.55,"Coconut Cream 12/1L","Aroy-D","12/1L","CASE","N","","","ASIAN FOODS","N",,13,0.00,"/  /"
"50043P",6.60,7.35,7.20,7.10,8.95,"Coconut Cream 1L","Aroy-D","1L","PC.","N","","","ASIAN FOODS","N",,6,0.00,"/  /"
"50045",118.55,110.10,107.05,102.75,90.65,"Makrut Lime Leaves*","Pacific","1lb","PC.","Y","","","ASIAN FOODS","Y",,0,1.00,"/  /"
"50046",3.90,3.60,3.35,3.10,2.75,"Sweet Potato Starch","Pacific","16oz","PC.","N","","","FLOUR","N",,12,0.00,"/  /"
"50050",217.55,214.50,211.50,203.05,179.15,"White Tamari","Nitto Jozo","6/1.8L","CASE","N","","","ASIAN SAUCES","N",,9,0.00,"/  /"
"50050P",37.35,36.30,35.25,33.85,29.90,"White Tamari","Nitto Jozo","1.8L","PC.","N","","","ASIAN SAUCES","N",,3,0.00,"/  /"
"50051",54.65,53.90,53.15,51.00,45.00,"Liquid Shio Koji","Hanamaruki","8/500mL","CASE","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"50051P",7.40,7.05,6.65,6.40,5.65,"Liquid Shio Koji","Hanamaruki","500mL","PC.","N","","","ASIAN SAUCES","N",,5,0.00,"/  /"
"50052",113.30,111.70,110.15,105.75,93.30,"Black Sesame Paste","Wadaman","10/1kg","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"50052P",11.70,11.20,11.05,10.60,9.35,"Black Sesame Paste","Wadaman","1kg","PC.","N","","","ASIAN FOODS","Y",,9,0.00,"/  /"
"50054",306.25,301.95,297.75,285.80,252.20,"Roasted Black Sesame Seeds","Wadaman","15/1kg","CASE","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"50054P",21.05,20.15,19.85,19.10,16.85,"Roasted Black Sesame Seeds","Wadaman","1kg","PC.","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"50055",438.00,431.85,425.85,408.80,360.75,"Roasted Golden Sesame Seeds*","Wadaman","15/1kg","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"50055P",30.10,28.80,28.40,27.30,24.05,"Roasted Golden Sesame Seeds","Wadaman","1kg","PC.","N","","","ASIAN FOODS","N",,7,0.00,"/  /"
"50057",71.00,70.00,69.05,66.30,58.50,"Sansho Powder","Yamatsu Tsujita","10/4g","CASE","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"50057P",7.10,7.00,6.95,6.65,5.85,"Sansho Powder 4g","Yamatsu Tsujita","4g","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"50058",86.75,85.50,84.35,80.95,71.45,"Shichimi Togarashi*","Yamatsu Tsujita","10/15g","CASE","N","","","ASIAN FOODS","Y",,2,0.00,"/  /"
"50058P",8.70,8.55,8.45,8.10,7.15,"Shichimi Togarashi 15g","Yamatsu Tsujita","15g","PC.","N","","","ASIAN FOODS","N",,9,0.00,"/  /"
"50059",9.50,9.40,9.25,8.90,7.85,"Yuzu Shichimi Togarashi","Yamatsu Tsujita","15g","PC.","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"50060",527.90,520.50,513.25,492.70,434.75,"Brown Rice Vinegar*","Lio Jozo","12/900mL","CASE","N","","","VINEGARS","N",,0,0.00,"/  /"
"50060P",44.00,43.40,42.80,41.10,36.25,"Brown Rice Vinegar*","Iio Jozo","900mL","PC.","N","","","VINEGARS","N",,3,0.00,"/  /"
"50061",482.60,475.80,469.20,450.40,397.45,"Purple Sweet Potato Vinegar","Iio Jozo","12/500mL","CASE","N","","","VINEGARS","N",,1,0.00,"/  /"
"50061P",41.40,39.65,39.10,37.55,33.15,"Purple Sweet Potato Vinegar","Iio Jozo","500mL","PC.","N","","","VINEGARS","N",,11,0.00,"/  /"
"50064",190.60,187.90,185.30,177.90,156.95,"Crushed Brown Sugar","Murakami Syoute","20/500g","CASE","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"50064P",9.85,9.40,9.30,8.90,7.85,"Crushed Brown Sugar","Murakami Syoute","500g","PC.","N","","","ASIAN FOODS","N",,16,0.00,"/  /"
"50065",224.60,221.45,218.35,209.65,185.00,"Pure Rice Vinegar","Lio Jozo","12/900mL","CASE","N","","","VINEGARS","N",,1,0.00,"/  /"
"50065P",18.75,18.50,18.20,17.50,15.45,"Pure Rice Vinegar","Lio Jozo","900ml","PC.","N","","","VINEGARS","N",,6,0.00,"/  /"
"50066",153.40,151.20,149.10,143.15,126.30,"Fig Vinegar","Lio Jozo","15/120mL","CASE","N","","","VINEGARS","N",,0,0.00,"/  /"
"50066P",12.80,12.60,12.45,11.95,10.55,"Fig Vinegar","Lio Jozo","120ml","PC.","N","","","VINEGARS","N",,10,0.00,"/  /"
"50068",476.75,470.00,463.50,444.95,392.60,"Salty Roasted Black Sesame Seeds*","Wadaman","15/1kg","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"50068P",39.55,39.00,38.45,36.90,32.55,"Salty Roasted Black Sesame Seeds*","Wadaman","1kg","PC.","N","","","ASIAN FOODS","Y",,8,0.00,"/  /"
"50069",152.25,150.10,148.05,142.10,125.40,"Organic Soy Sauce","Yugeta Shoyu","12/750ml","CASE","N","","","ASIAN SAUCES","N",,1,0.00,"/  /"
"50069P",12.70,12.55,12.35,11.85,10.45,"Organic Soy Sauce","Yugeta Shoyu","750ml","PC.","N","","","ASIAN SAUCES","N",,6,0.00,"/  /"
"50070",114.40,112.75,111.20,106.75,94.20,"Smoked Soy Sauce","Yugeta Shoyu","12/210ml","CASE","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"50070P",9.55,9.40,9.30,8.90,7.85,"Smoked Soy Sauce","Yugeta Shoyu","210ml","PC.","N","","","ASIAN SAUCES","N",,6,0.00,"/  /"
"50071",169.40,167.00,164.70,158.10,139.50,"Tamari GF Box*","Nitto Jozo","18ltr","CASE","N","","","ASIAN SAUCES","Y",,2,0.00,"/  /"
"50072",408.90,403.10,397.50,381.60,336.75,"Golden Sesame Paste","Wadaman","10/1kg","CASE","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"50072P",33.90,33.40,32.95,31.65,27.90,"Golden Sesame Paste","Wadaman","1kg","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"50073",326.50,321.90,317.40,304.70,268.85,"Golden Sesame Oil Organic","Wadaman","12/300ml","CASE","N","","","OILS FLAVORED","N",,1,0.00,"/  /"
"50073P",27.25,26.85,26.45,25.40,22.45,"Golden Sesame Oil Organic","Wadaman","300ml","PC.","N","","","OILS FLAVORED","N",,1,0.00,"/  /"
"50074",384.40,378.95,373.70,358.75,316.55,"Tamari 32/200ml*","Ito Shoten","32/200ml","CASE","N","","","ASIAN SAUCES","Y",,0,0.00,"/  /"
"50074P",12.05,11.85,11.70,11.25,9.90,"Tamari 200ml*","Ito Shoten","200ml","PC.","N","","","ASIAN SAUCES","Y",,0,0.00,"/  /"
"50075",128.80,127.00,125.25,120.25,106.10,"White Tamari 12/300ml*","Nitto Jozo","12/300ml","CASE","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"50075P",10.75,10.60,10.45,10.05,8.85,"White Tamari 300ml*","Nitto Jozo","300ml","PC.","N","","","ASIAN SAUCES","Y",,5,0.00,"/  /"
"51000",78.60,77.50,76.40,73.35,64.75,"Black Truffle Salami Retail","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","N",,0,0.00,"/  /"
"51001",97.50,96.15,94.80,91.00,80.30,"Mousse Duck Foie Gras 6/7oz","Fabrique Delice","6/7oz","CASE","N","","","PATE & MOUSSES","N",,7,0.00,"/  /"
"51002",72.90,71.85,70.85,68.00,60.00,"Salami Diablo Retail","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","N",,2,0.00,"/  /"
"51003",11.60,0.00,0.00,10.80,9.55,"Sausage Garlic 6/1.5lb*","Fabrique Delice","12/1.5lb","CASE","Y","19-1","","SAUSAGE","Y",,1,9.00,"/  /"
"51003P",11.60,0.00,0.00,10.80,9.55,"Sausage Garlic 1.5lb*","Fabrique Delice","1.5lb","PC.","Y","19-1","","SAUSAGE","N",,2,1.50,"/  /"
"51004",13.90,0.00,0.00,12.95,11.45,"Sausage Andouillette*","Fabrique Delice","10/1lb","CASE","Y","","","SAUSAGE","Y",,3,10.00,"/  /"
"51005",15.60,0.00,0.00,14.55,12.85,"Sausage Lamb Merguez 12/.75lb*","Fabrique Delice","12/.75lb","CASE","Y","","","SAUSAGE","Y",,2,10.00,"/  /"
"51006",72.90,71.85,70.85,68.00,60.00,"Salami Finocchiona Retail","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","N",,2,0.00,"/  /"
"51008",12.80,0.00,0.00,11.95,9.95,"Sausage Boudin Noir 10/1lb*","Fabrique Delice","10/1lb","CASE","Y","","","SAUSAGE","Y",,1,10.00,"/  /"
"51009",10.85,0.00,0.00,10.15,8.95,"Sausage Toulouse*","Fabrique Delice","10/1lb","CASE","Y","","","SAUSAGE","Y",,2,10.00,"/  /"
"51011",11.95,11.80,11.60,11.15,9.85,"Danish Blue Cheese 6lb","St. Clemens","6lb","CASE","Y","","","CHEESE DENMARK","N",,0,6.00,"07/24/23"
"51013",45.65,45.00,44.40,42.60,37.60,"Mousse Duck Port Wine 6/7oz","Fabrique Delice","6/7oz","CASE","N","NAT-DP7","","PATE & MOUSSES","N",,3,0.00,"/  /"
"51015",9.90,9.75,9.60,9.20,8.15,"Campagne Black Peppercorn 2/3.5lb*","Fabrique Delice","2/3.5lb","CASE","Y","","","PATE & MOUSSES","Y",,0,7.00,"/  /"
"51017",12.45,12.30,12.10,11.60,10.25,"Duck Fat Rendered 4/2lb","Fabrique Delice","4/2lb","CASE","Y","","","PATE & MOUSSES","N",,2,8.00,"/  /"
"51017P",12.45,12.30,12.10,11.60,10.25,"Duck Fat Rendered 2lb","Fabrique Delice","2lb","PC.","Y","","","PATE & MOUSSES","N",,2,2.00,"/  /"
"51021",16.95,0.00,0.00,15.80,13.95,"Mousse Truffle 2/3.5lb","Fabrique Delice","2/3.5lb","CASE","Y","","","PATE & MOUSSES","N",,5,8.00,"/  /"
"51021P",16.95,0.00,0.00,15.80,13.95,"Mousse Truffle 3.5lb","Fabrique Delice","3.5lb","PC.","Y","","","PATE & MOUSSES","N",,1,4.00,"/  /"
"51027",47.80,46.45,45.80,43.95,38.80,"Mousse Truffle 6/7oz","Fabrique Delice","6/7oz","CASE","N","NAT-TM7","","PATE & MOUSSES","N",,4,0.00,"/  /"
"51028",45.65,0.00,0.00,42.60,37.60,"P�t� Black Pepper 6/7oz","Fabrique Delice","6/7oz","CASE","N","NAT-CBP7","","PATE & MOUSSES","N",,5,0.00,"/  /"
"51030",75.75,74.65,73.65,70.70,62.40,"Rosette de Lyon Retail*","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","Y",,3,0.00,"/  /"
"51032",12.15,12.00,11.85,11.35,10.00,"Campagne Forestier Pate","Fabrique Delice","2/3.5lb","CASE","Y","","","PATE & MOUSSES","N",,6,7.00,"/  /"
"51032P",12.15,12.00,11.85,11.35,10.00,"Campagne Forestier Pate 3.5lb","Fabrique Delice","3.5lb","PC.","Y","","","PATE & MOUSSES","N",,0,4.00,"/  /"
"51038",13.75,0.00,0.00,12.80,11.30,"Duck Sausage Figs & Brandy*","Fabrique Delice","10/1lb","CASE","Y","","","SAUSAGE","Y",,2,10.00,"/  /"
"51056",11.45,11.30,11.10,10.70,9.40,"Jambon de Paris","Fabrique Delice","10lb","PC.","Y","","","MEAT HAM","N",,9,10.00,"/  /"
"51057",74.30,73.25,72.25,69.35,61.20,"Casserole Sausage & Beans*","Fabrique Delice","10lb","CASE","N","","","SAUSAGE","Y",,2,0.00,"/  /"
"51060",72.90,71.85,70.85,68.00,60.00,"Saucisson Sec Retail*","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","Y",,0,0.00,"/  /"
"51061",72.90,71.85,70.85,68.00,60.00,"Salami Spiced Juniper Retail","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","N",,1,0.00,"/  /"
"51062",26.80,26.45,26.05,25.00,22.10,"Salami Diablo 2/4lb","IL Porcellino","2/4lb","CASE","Y","","","MEAT ITALIAN","N",,4,8.00,"/  /"
"51062P",26.80,26.45,26.05,25.00,22.10,"Salami Diablo 4lb","IL Porcellino","4lb","PC.","Y","","","MEAT ITALIAN","N",,1,4.00,"/  /"
"51063",25.75,25.40,25.00,24.00,21.20,"Salami Finocchiona 2/4lb","IL Porcellino","2/4lb","CASE","Y","","","MEAT ITALIAN","N",,0,8.00,"/  /"
"51063P",25.75,25.40,25.00,24.00,21.20,"Salami Finocchiona 4lb","IL Porcellino","4lb","PC.","Y","","","MEAT ITALIAN","N",,0,4.00,"/  /"
"51064",26.80,26.45,26.05,25.00,22.10,"Salami Spiced Juniper 2/4lb","IL Porcellino","2/4lb","CASE","Y","","","MEAT ITALIAN","N",,3,8.00,"/  /"
"51064P",26.80,26.45,26.05,25.00,22.10,"Salami Spiced Juniper 4lb","IL Porcellino","4lb","PC.","Y","","","MEAT ITALIAN","N",,0,4.00,"/  /"
"51065",29.65,29.25,28.85,27.70,24.45,"Beef Bresaola","IL Porcellino","2/3lb","CASE","Y","","","MEAT ITALIAN","N",,0,6.00,"/  /"
"51065P",29.65,29.25,28.85,27.70,24.45,"Beef Bresaola","IL Porcellino","3lb","PC.","Y","","","MEAT ITALIAN","N",,0,3.00,"/  /"
"51066",32.50,32.05,31.60,30.35,26.80,"Coppa 2/3lb","IL Porcellino","2/3lb","CASE","Y","","","MEAT ITALIAN","N",,0,6.00,"/  /"
"51066P",32.50,32.05,31.60,30.35,26.80,"Coppa 3lb","IL Porcellino","3lb","PC.","Y","","","MEAT ITALIAN","N",,0,3.00,"/  /"
"51067",30.00,29.60,29.20,28.00,24.75,"Lomo Il Porcellino 2/2lb","IL Porcellino","2/2lb","CASE","Y","","","MEAT ITALIAN","N",,6,4.00,"/  /"
"51067P",30.00,29.60,29.20,28.00,24.75,"Lomo Il Porcellino 2lb","IL Porcellino","2lb","PC.","Y","","","MEAT ITALIAN","N",,0,2.00,"/  /"
"51068",78.60,77.50,76.40,73.35,64.75,"Bacon Whiskey Retail*","IL Porcellino","8/5.5oz","CASE","N","","","MEAT ITALIAN","Y",,0,0.00,"/  /"
"51069",45.40,44.75,44.10,42.35,37.40,"Duck Prosciutto*","IL Porcellino","6/5oz","CASE","Y","","","MEAT ITALIAN","Y",,0,3.00,"/  /"
"51069P",45.40,44.75,44.10,42.35,37.40,"Duck Prosciutto 5oz*","IL Porcellino","5oz","PC.","Y","","","MEAT ITALIAN","Y",,5,1.90,"/  /"
"51070",28.25,27.85,27.45,26.35,23.25,"Saucisson Basque 2/4lb","IL Porcellino","2/4lb","CASE","Y","","","MEAT ITALIAN","N",,0,8.00,"/  /"
"51070P",28.25,27.85,27.45,26.35,23.25,"Saucisson Basque 4lb","IL Porcellino","4lb","PC.","Y","","","MEAT ITALIAN","N",,0,4.00,"/  /"
"51280",6.25,5.80,5.65,5.40,7.84,"Achiote Paste","Inka's","10.5oz","PC.","N","","","SPICES","N",,10,0.00,"/  /"
"51299P",82.15,0.00,0.00,76.70,67.65,"Shanahan's Steak Rub 10lb*","Potenza","10lb","PC.","N","72oz","","SPICES","N",,5,0.00,"/  /"
"5150",93.75,79.25,78.15,75.00,66.20,"Traditional Basil Pesto*","Pappardelle's","16/7oz","CASE","N","","","SAUCES & STOCKS","Y",,-1,0.00,"/  /"
"52000",100.80,99.35,98.00,94.05,83.00,"Mashed Potato Pellets*","Lutosa","4/5.5lb","CASE","N","","","VEGETABLES","Y",,7,0.00,"/  /"
"52018",18.90,0.00,0.00,15.10,13.35,"Onion Granulated LG","Potenza","112oz","PC.","N","72oz","","SPICES","N",,7,0.00,"/  /"
"52025",94.40,0.00,0.00,81.80,72.20,"Chili Bean Sauce Toban Djan*","Lee Kum Kee","12/13oz","CASE","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"52031",96.70,89.25,82.90,82.90,82.90,"Seaweed Salad*","JFC","4/4.4lb","CASE","N","22130","","ASIAN FOODS","Y",,0,0.00,"/  /"
"53000",52.15,52.15,47.10,45.20,39.90,"Pomegranate Molasses 12/10oz","Al Wadi","12/10oz","CASE","N","","","BEVERAGE SYRUP","N",,11,0.00,"/  /"
"53000P",4.35,4.20,3.95,3.80,3.35,"Pomegranate Molasses 10oz","Al Wadi","10oz","PC.","N","","","BEVERAGE SYRUP","N",,10,0.00,"/  /"
"53002",181.55,181.55,163.90,157.35,138.85,"Pomegranate Molasses 4/11lb","indo european","4/11lb","CASE","N","","","BEVERAGE SYRUP","N",,2,0.00,"/  /"
"53002P",45.40,45.40,41.00,39.35,34.75,"Pomegranate Molasses 11lb","indo european","11lb","PC.","N","","","BEVERAGE SYRUP","N",,0,0.00,"/  /"
"53006",186.30,183.65,181.10,173.90,153.40,"Malt Dry Non Diastatic*","Fleischmans","50lb","BAG","N","","","TECHNCAL NGRDNT","Y",,0,0.00,"/  /"
"53009",35.95,0.00,0.00,33.55,29.60,"Key Lime Juice Gallon","Nellie&Joes","1gal","PC.","N","","","PASTRY INGRDNTS","N",,18,0.00,"/  /"
"53400",64.70,63.80,62.90,60.40,53.30,"Mascarpone","Zerto","2/4lb","CASE","N","","","CHEESE DOMESTIC","N",,1,0.00,"07/24/23"
"53400P",33.30,31.90,31.45,30.20,26.65,"Mascarpone 4lb","Zerto","4lb","PC.","N","","","CHEESE DOMESTIC","N",,2,0.00,"/  /"
"53421",152.35,150.20,148.10,142.20,125.45,"Brown Rice Syrup*","Potenza","55lb","PAIL","N","","","SUGAR & FONDANT","Y",,0,0.00,"/  /"
"54002",39.60,39.05,38.50,36.95,32.60,"Cannoli Cream","Cannoli Factory","4/1.5lb","CASE","N","","","PATISSERIES","N",,10,0.00,"/  /"
"54004",76.20,75.10,74.10,71.10,62.75,"Olives Stuffed with Garlic*","Divina","2/5lb","CASE","N","","","OLIVES","Y",,1,0.00,"/  /"
"54008",62.80,61.95,61.10,58.65,51.75,"Kalamata Olives Pitted","Divina","2/5lb","CASE","N","D0220","","OLIVES","N",,4,0.00,"/  /"
"54010",59.45,58.60,57.80,55.50,48.95,"Kalamata Olives with Pit*","Divina","2/5lb","CASE","N","D0221","","OLIVES","Y",,0,0.00,"/  /"
"54012",60.60,59.75,58.90,56.55,49.90,"Olives Stuffed with Jalapeno*","Divina","2/5lb","CASE","N","","","OLIVES","Y",,0,0.00,"/  /"
"54013",76.95,75.85,74.80,71.80,63.40,"Grape Leaves Stuffed Dolmas","Ambrosia","6/2kg","CASE","N","","","HORS D'OEUVRES","N",,7,0.00,"/  /"
"54013P",13.20,12.65,12.50,12.00,10.60,"Grape Leaves Stuffed Dolmas 2kg","Ambrosia","2kg","PC.","N","","","HORS D'OEUVRES","N",,1,0.00,"/  /"
"54014",101.20,99.75,98.35,94.45,83.35,"Oil Cured Olives Pitted","Barnier","2/5.5lb","CASE","N","CLP305","","OLIVES","N",,10,0.00,"/  /"
"54016",56.80,56.00,55.20,53.00,46.80,"Greek Olive Mix with Pits Organic*","Divina","2/5lb","CASE","N","OG-241","","OLIVES","Y",,0,0.00,"/  /"
"54020",15.00,14.80,14.60,14.00,12.35,"Stilton Blueberries","Somerdale","2/2.2lb","CASE","Y","","","CHEESE ENGLAND","N",,2,8.80,"07/24/23"
"54020P",15.00,14.80,14.60,14.00,12.35,"Stilton Blueberries 2.2lb","Somerdale","2.2lb","PC.","Y","","","CHEESE ENGLAND","N",,1,2.20,"/  /"
"54022",80.60,79.45,78.35,75.20,66.40,"Double Devon Cream","Devon","6/17oz","CASE","N","","","DAIRY","N",,6,0.00,"07/24/23"
"54024",99.25,97.85,96.50,92.65,81.75,"Oil Cured Olives with Pit","Barnier","13.2lb","PAIL","N","301","","OLIVES","N",,4,0.00,"/  /"
"54034",166.85,164.50,162.20,155.70,137.40,"Robiola Bosina","Langa La Tur","12/9.52oz","CASE","N","","","CHEESE ITALY","N",,1,0.00,"/  /"
"54034P",13.95,13.75,13.55,13.00,11.45,"Robiola Bosina 9.52oz","Langa La Tur","9.52oz","PC.","N","","","CHEESE ITALY","N",,2,0.00,"/  /"
"54061",95.35,0.00,0.00,76.30,67.30,"Oyster Sauce*","Lee Kum Kee","6/80oz","CASE","N","","","ASIAN SAUCES","Y",,0,0.00,"07/25/23"
"54061P",15.90,0.00,0.00,12.75,11.25,"Oyster Sauce 80oz*","Lee Kum Kee","80oz","PC.","N","","","ASIAN SAUCES","Y",,3,0.00,"/  /"
"54062",130.65,112.00,110.40,104.50,92.25,"Vegetarian Oyster Sauce*","Pacific","12/33.8oz","CASE","N","","","ASIAN SAUCES","Y",,2,0.00,"/  /"
"54062P",10.90,9.35,9.20,8.75,7.70,"Vegetarian Oyster Sauce*","Pacific","33.8oz","PC.","N","","","ASIAN SAUCES","N",,11,0.00,"/  /"
"54600",85.25,0.00,0.00,68.20,60.20,"Glutinous Rice Flour*","Pacific","24/1lb","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"54600P",3.60,0.00,0.00,2.85,2.55,"Glutinous Rice Flour 1lb*","Pacific","1lb","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"54800",43.15,37.00,0.00,34.55,30.45,"Basil Sweet Leaf Pail","Potenza","5lb","PAIL","N","","","SPICES","N",,0,0.00,"/  /"
"54802",48.25,41.35,40.20,38.60,34.05,"Oregano Mexican Cut Pail","Potenza","5lb","PAIL","N","","","SPICES","N",,0,0.00,"/  /"
"54803",89.30,88.05,86.85,83.35,73.55,"Ancho Pepper Powder - 25lb","Potenza","25lb","CASE","N","","","SPICES","N",,0,0.00,"/  /"
"55033",94.20,86.20,85.00,81.60,72.00,"Soy Sauce Low Sodium 5gal","Yamasa","5gal","CASE","N","","","ASIAN SAUCES","N",,6,0.00,"/  /"
"55038",70.25,69.30,68.30,65.60,57.85,"Green Olives Pitted Organic","Divina","2/5lb","CASE","N","OG270","","OLIVES","N",,5,0.00,"/  /"
"55039",30.55,30.15,29.70,28.55,25.20,"Olives Stuffed with Garlic 6/7.8oz","Divina","6/7.8oz","CASE","N","","","OLIVES","N",,4,0.00,"/  /"
"55040",113.10,113.10,109.95,105.55,93.15,"Pickled Okra Hot & Crunchy","Divina","6/3.3lb","CASE","N","","","VEGETABLES","N",,1,0.00,"/  /"
"55040P",20.30,18.85,18.35,17.60,15.55,"Pickled Okra Hot & Crunchy 3.3lb","Divina","3.3lb","PC.","N","","","VEGETABLES","N",,0,0.00,"/  /"
"55043",38.00,37.45,36.95,35.45,31.30,"Olives Stuffed Blue Cheese 6/7.8oz*","Divina","6/7.8oz","CASE","N","","","OLIVES","Y",,3,0.00,"/  /"
"55044",30.55,30.15,29.70,28.55,25.20,"Olives Stuffed Jalapeno 6/7.8oz*","Divina","6/7.8oz","CASE","N","","","OLIVES","Y",,1,0.00,"/  /"
"55212",119.50,114.45,112.85,108.35,93.28,"Black Bean Tamales*","Mercedes","72/5oz","CASE","N","","","LATIN FOODS","Y",,0,24.00,"/  /"
"55501",19.05,18.80,18.55,17.80,15.70,"Easy Green Iced Tea","Teatulia","12/12oz","CASE","N","","","COFFEE & TEA","N",,5,0.00,"/  /"
"55502",19.05,18.80,18.55,17.80,15.70,"Hibiscus Fusion Iced Tea","Teatulia","12/12oz","CASE","N","","","COFFEE & TEA","N",,5,0.00,"/  /"
"55503",19.05,18.80,18.55,17.80,15.70,"Watermelon Black Iced Tea","Teatulia","12/12oz","CASE","N","","","COFFEE & TEA","N",,9,0.00,"/  /"
"55504",19.05,18.80,18.55,17.80,15.70,"White Peach Iced Tea","Teatulia","12/12oz","CASE","N","","","COFFEE & TEA","N",,0,0.00,"/  /"
"55505",19.05,18.80,18.55,17.80,15.70,"Wildberry Oolong Iced Tea","Teatulia","12/12oz","CASE","N","","","COFFEE & TEA","N",,4,0.00,"/  /"
"57001",12.10,12.10,11.75,11.30,9.95,"Taleggio","Auricchio","5lb","PC.","Y","115","","CHEESE ITALY","N",,0,5.00,"/  /"
"59006",70.55,69.55,68.60,65.85,58.10,"Picholine Olives with Pits","Barnier","2/5.5lb","CASE","N","209","","OLIVES","N",,4,0.00,"/  /"
"59009",82.90,81.70,80.60,77.35,68.25,"Smoothie Apple Spice 2lb*","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59100",71.50,70.50,69.55,66.75,58.90,"Chocolate Chip Cookie Dough 1.5oz","David's Cookies","213ct","CASE","N","E11","","COOKIES","N",,18,0.00,"/  /"
"59101",71.50,70.50,69.55,66.75,58.90,"Oatmeal Raisin Cookie Dough 1.5oz","David's Cookies","213ct","CASE","N","E05","","COOKIES","N",,6,0.00,"/  /"
"59102",75.90,74.85,73.80,70.85,62.50,"Peanut Butter Cookies-1.5oz","David's Cookies","213ct","CASE","N","E08","","COOKIES","N",,5,0.00,"/  /"
"59103",77.55,76.50,75.40,72.40,63.90,"White Choc Macadamia Cookies-1.5oz","David's Cookies","213ct","CASE","N","E40","","COOKIES","N",,9,0.00,"/  /"
"59105",48.25,47.55,46.90,45.00,39.75,"Banana Nut Muffin Batter","David's Cookies","2/8lb","CASE","N","MB07","","MUFFINS SCONES","N",,3,0.00,"/  /"
"59106",49.10,48.40,47.75,45.85,40.45,"Blueberry Muffin Batter","David's Cookies","2/8lb","CASE","N","MB01","","MUFFINS SCONES","N",,7,0.00,"/  /"
"59107",49.10,48.40,47.75,45.85,40.45,"Cranberry Orange Muffin Batter","David's Cookies","2/8lb","CASE","N","MB02","","MUFFINS SCONES","N",,7,0.00,"/  /"
"59108",52.40,51.70,50.95,48.95,43.20,"Raisin Bran Muffin Batter","David's Cookies","2/8lb","CASE","N","MB09","","MUFFINS SCONES","N",,4,0.00,"/  /"
"59112",82.10,80.95,79.80,76.60,67.60,"Triple Chocolate Cookie Dough 4.5oz","David's Cookies","80ct","CASE","N","DD06","","COOKIES","N",,2,0.00,"/  /"
"59113",93.30,92.00,90.70,87.10,76.85,"Reese's PB Cup Cookies Dough 4.5oz","David's Cookies","80ct","CASE","N","DD08","","COOKIES","N",,3,0.00,"/  /"
"59114",49.10,48.40,47.75,45.85,40.45,"Vanilla Pound Cake Muffin Batter","David's Cookies","2/8lb","CASE","N","MB10","","MUFFINS SCONES","N",,4,0.00,"/  /"
"59115",93.30,92.00,90.70,87.10,76.85,"White Choc Macadamia Cookies 4.5oz","David's Cookies","80ct","CASE","N","DD40","","COOKIES","N",,10,0.00,"/  /"
"59117",85.30,84.10,82.95,79.60,70.25,"Blueberry Scones 4oz","David's Cookies","80ct","CASE","N","SF005","","MUFFINS SCONES","N",,24,0.00,"/  /"
